freq,size_emp,cost,unit,geo\TIME_PERIOD	2005 	2010 	2015 	2020 
A,GE250,TOTAL,PPS_EU27_2020,SK	312 	468 b	463 	378 
A,GE250,TOTAL,PPS_EU27_2020,UK	291 	226 b	186 	: 
A,TOTAL,DIR,EUR,AT	322 	384 b	272 	197 
A,TOTAL,DIR,EUR,BE	243 	435 	498 	301 
A,TOTAL,DIR,EUR,BG	18 	27 b	49 	24 
A,TOTAL,DIR,EUR,CY	126 	166 	98 	131 
A,TOTAL,DIR,EUR,CZ	87 	100 b	115 bd	90 b
A,TOTAL,DIR,EUR,DE	252 	317 b	361 	351 
A,TOTAL,DIR,EUR,DK	612 u	360 b	667 	177 
A,TOTAL,DIR,EUR,EE	86 	74 b	126 	94 
A,TOTAL,DIR,EUR,EL	73 	73 b	67 	42 
A,TOTAL,DIR,EUR,ES	128 	166 b	182 	109 
A,TOTAL,DIR,EUR,EU27_2020	216 	262 	256 	228 
A,TOTAL,DIR,EUR,EU28	222 	247 b	245 	: 
A,TOTAL,DIR,EUR,FI	275 	300 b	300 	148 
A,TOTAL,DIR,EUR,FR	328 	424 	277 	286 
A,TOTAL,DIR,EUR,HR	: 	109 	111 	83 
A,TOTAL,DIR,EUR,HU	85 	100 b	76 	72 b
A,TOTAL,DIR,EUR,IE	545 	: 	364 	216 
A,TOTAL,DIR,EUR,IT	146 	132 	168 	207 
A,TOTAL,DIR,EUR,LT	36 	47 b	66 	50 
A,TOTAL,DIR,EUR,LU	436 	400 b	552 	325 
A,TOTAL,DIR,EUR,LV	: 	33 	47 	42 
A,TOTAL,DIR,EUR,MK	: 	: 	80 	31 
A,TOTAL,DIR,EUR,MT	178 	217 b	212 	140 
A,TOTAL,DIR,EUR,NL	450 u	461 b	487 	527 
A,TOTAL,DIR,EUR,NO	272 	382 	559 	597 
A,TOTAL,DIR,EUR,PL	57 	66 b	73 	42 
A,TOTAL,DIR,EUR,PT	88 	182 b	101 	50 
A,TOTAL,DIR,EUR,RO	29 	: 	30 	21 
A,TOTAL,DIR,EUR,RS	: 	: 	: 	31 
A,TOTAL,DIR,EUR,SE	385 	459 b	433 b	372 b
A,TOTAL,DIR,EUR,SI	222 	191 b	201 	188 
A,TOTAL,DIR,EUR,SK	77 	131 b	116 	120 
A,TOTAL,DIR,EUR,UK	254 	162 b	189 	: 
A,TOTAL,DIR,PPS,AT	310 	349 b	256 	: 
A,TOTAL,DIR,PPS,BE	231 	398 	468 	: 
A,TOTAL,DIR,PPS,BG	51 	59 b	107 	: 
A,TOTAL,DIR,PPS,CY	148 	181 	111 	: 
A,TOTAL,DIR,PPS,CZ	151 	142 b	182 bd	: 
A,TOTAL,DIR,PPS,DE	246 	301 b	348 	: 
A,TOTAL,DIR,PPS,DK	453 u	270 b	511 	: 
A,TOTAL,DIR,PPS,EE	145 	110 b	176 	: 
A,TOTAL,DIR,PPS,EL	87 	78 b	83 	: 
A,TOTAL,DIR,PPS,ES	141 	174 b	206 	: 
A,TOTAL,DIR,PPS,EU27_2020	224 	265 	268 	: 
A,TOTAL,DIR,PPS,EU28	222 	247 b	245 	: 
A,TOTAL,DIR,PPS,FI	239 	255 b	249 	: 
A,TOTAL,DIR,PPS,FR	304 	379 	257 	: 
A,TOTAL,DIR,PPS,HR	: 	157 	180 	: 
A,TOTAL,DIR,PPS,HU	137 	167 b	133 	: 
A,TOTAL,DIR,PPS,IE	458 	: 	338 	: 
A,TOTAL,DIR,PPS,IT	145 	131 	171 	: 
A,TOTAL,DIR,PPS,LT	71 	79 b	111 	: 
A,TOTAL,DIR,PPS,LU	391 	331 b	471 	: 
A,TOTAL,DIR,PPS,LV	: 	52 	71 	: 
A,TOTAL,DIR,PPS,MK	: 	: 	190 	: 
A,TOTAL,DIR,PPS,MT	264 	290 b	266 	: 
A,TOTAL,DIR,PPS,NL	427 u	413 b	452 	: 
A,TOTAL,DIR,PPS,NO	205 	255 	379 	: 
A,TOTAL,DIR,PPS,PL	104 	111 b	129 	: 
A,TOTAL,DIR,PPS,PT	112 	224 b	130 	: 
A,TOTAL,DIR,PPS,RO	64 	: 	60 	: 
A,TOTAL,DIR,PPS,SE	320 	371 b	344 b	: 
A,TOTAL,DIR,PPS,SI	310 	229 b	254 	: 
A,TOTAL,DIR,PPS,SK	115 	200 b	178 	: 
A,TOTAL,DIR,PPS,UK	209 	151 b	149 	: 
A,TOTAL,DIR,PPS_EU27_2020,AT	299 	346 b	245 	172 
A,TOTAL,DIR,PPS_EU27_2020,BE	223 	394 	447 	270 
A,TOTAL,DIR,PPS_EU27_2020,BG	49 	58 b	102 	44 
A,TOTAL,DIR,PPS_EU27_2020,CY	142 	180 	106 	143 
A,TOTAL,DIR,PPS_EU27_2020,CZ	145 	140 b	174 bd	124 b
A,TOTAL,DIR,PPS_EU27_2020,DE	237 	298 b	333 	318 
A,TOTAL,DIR,PPS_EU27_2020,DK	436 u	268 b	489 	133 
A,TOTAL,DIR,PPS_EU27_2020,EE	140 	109 b	168 	118 
A,TOTAL,DIR,PPS_EU27_2020,EL	84 	77 b	79 	51 
A,TOTAL,DIR,PPS_EU27_2020,ES	136 	173 b	197 	117 
A,TOTAL,DIR,PPS_EU27_2020,EU27_2020	216 	262 	256 	228 
A,TOTAL,DIR,PPS_EU27_2020,EU28	214 	244 b	234 	: 
A,TOTAL,DIR,PPS_EU27_2020,FI	230 	253 b	238 	117 
A,TOTAL,DIR,PPS_EU27_2020,FR	293 	375 	246 	262 
A,TOTAL,DIR,PPS_EU27_2020,HR	: 	155 	172 	128 
A,TOTAL,DIR,PPS_EU27_2020,HU	132 	165 b	127 	114 b
A,TOTAL,DIR,PPS_EU27_2020,IE	441 	: 	323 	180 
A,TOTAL,DIR,PPS_EU27_2020,IT	140 	130 	164 	208 
A,TOTAL,DIR,PPS_EU27_2020,LT	68 	79 b	106 	73 
A,TOTAL,DIR,PPS_EU27_2020,LU	377 	327 b	450 	251 
A,TOTAL,DIR,PPS_EU27_2020,LV	: 	51 	68 	57 
A,TOTAL,DIR,PPS_EU27_2020,MK	: 	: 	182 	67 
A,TOTAL,DIR,PPS_EU27_2020,MT	254 	287 b	255 	159 
A,TOTAL,DIR,PPS_EU27_2020,NL	411 u	409 b	432 	455 
A,TOTAL,DIR,PPS_EU27_2020,NO	198 	253 	362 	422 
A,TOTAL,DIR,PPS_EU27_2020,PL	100 	110 b	124 	70 
A,TOTAL,DIR,PPS_EU27_2020,PT	108 	221 b	124 	59 
A,TOTAL,DIR,PPS_EU27_2020,RO	62 	: 	57 	39 
A,TOTAL,DIR,PPS_EU27_2020,RS	: 	: 	: 	58 
A,TOTAL,DIR,PPS_EU27_2020,SE	308 	367 b	329 b	298 b
A,TOTAL,DIR,PPS_EU27_2020,SI	298 	226 b	243 	223 
A,TOTAL,DIR,PPS_EU27_2020,SK	111 	197 b	170 	149 
A,TOTAL,DIR,PPS_EU27_2020,UK	201 	150 b	143 	: 
A,TOTAL,LCP,EUR,AT	245 	314 	348 	272 
A,TOTAL,LCP,EUR,BE	454 	745 	865 	477 
A,TOTAL,LCP,EUR,BG	11 	23 	48 	49 
A,TOTAL,LCP,EUR,CY	98 	196 	129 	181 
A,TOTAL,LCP,EUR,CZ	105 	93 	136 bd	138 b
A,TOTAL,LCP,EUR,DE	273 	300 	322 	455 
A,TOTAL,LCP,EUR,DK	491 	584 	732 	376 
A,TOTAL,LCP,EUR,EE	44 	82 	165 	187 
A,TOTAL,LCP,EUR,EL	68 	72 	104 	52 
A,TOTAL,LCP,EUR,ES	174 	243 	315 	331 
A,TOTAL,LCP,EUR,EU27_2020	236 	282 	319 	335 
A,TOTAL,LCP,EUR,EU28	213 	254 	280 	: 
A,TOTAL,LCP,EUR,FI	244 	273 	275 	199 
A,TOTAL,LCP,EUR,FR	366 	384 	519 	396 
A,TOTAL,LCP,EUR,HR	: 	83 	128 	86 
A,TOTAL,LCP,EUR,HU	59 	62 	55 	72 b
A,TOTAL,LCP,EUR,IE	281 	: 	571 	789 
A,TOTAL,LCP,EUR,IT	223 	282 	320 	411 
A,TOTAL,LCP,EUR,LT	25 	39 	40 	69 
A,TOTAL,LCP,EUR,LU	529 	641 	722 	701 
A,TOTAL,LCP,EUR,LV	: 	38 	55 	50 
A,TOTAL,LCP,EUR,MK	: 	: 	52 	27 
A,TOTAL,LCP,EUR,MT	124 	148 	187 	112 
A,TOTAL,LCP,EUR,NL	351 	416 	397 	494 
A,TOTAL,LCP,EUR,NO	307 	587 	513 	553 
A,TOTAL,LCP,EUR,PL	49 	69 	86 	67 
A,TOTAL,LCP,EUR,PT	114 	263 	161 	155 
A,TOTAL,LCP,EUR,RO	19 	: 	55 	60 
A,TOTAL,LCP,EUR,RS	: 	: 	: 	47 
A,TOTAL,LCP,EUR,SE	542 	385 	437 b	442 b
A,TOTAL,LCP,EUR,SI	208 	265 	491 	226 
A,TOTAL,LCP,EUR,SK	76 	138 	140 	132 
A,TOTAL,LCP,EUR,UK	93 	99 	88 	: 
A,TOTAL,LCP,PPS,AT	236 	285 	327 	: 
A,TOTAL,LCP,PPS,BE	432 	681 	813 	: 
A,TOTAL,LCP,PPS,BG	31 	50 	103 	: 
A,TOTAL,LCP,PPS,CY	116 	214 	146 	: 
A,TOTAL,LCP,PPS,CZ	182 	132 	215 bd	: 
A,TOTAL,LCP,PPS,DE	266 	286 	311 	: 
A,TOTAL,LCP,PPS,DK	363 	439 	562 	: 
A,TOTAL,LCP,PPS,EE	75 	122 	231 	: 
A,TOTAL,LCP,PPS,EL	81 	76 	129 	: 
A,TOTAL,LCP,PPS,ES	193 	255 	357 	: 
A,TOTAL,LCP,PPS,EU27_2020	245 	285 	334 	: 
A,TOTAL,LCP,PPS,EU28	213 	254 	280 	: 
A,TOTAL,LCP,PPS,FI	212 	232 	228 	: 
A,TOTAL,LCP,PPS,FR	339 	344 	482 	: 
A,TOTAL,LCP,PPS,HR	: 	120 	209 	: 
A,TOTAL,LCP,PPS,HU	95 	104 	97 	: 
A,TOTAL,LCP,PPS,IE	236 	: 	530 	: 
A,TOTAL,LCP,PPS,IT	221 	279 	326 	: 
A,TOTAL,LCP,PPS,LT	49 	67 	67 	: 
A,TOTAL,LCP,PPS,LU	475 	530 	616 	: 
A,TOTAL,LCP,PPS,LV	: 	59 	83 	: 
A,TOTAL,LCP,PPS,MK	: 	: 	124 	: 
A,TOTAL,LCP,PPS,MT	184 	197 	234 	: 
A,TOTAL,LCP,PPS,NL	333 	372 	369 	: 
A,TOTAL,LCP,PPS,NO	232 	393 	347 	: 
A,TOTAL,LCP,PPS,PL	90 	116 	153 	: 
A,TOTAL,LCP,PPS,PT	145 	323 	207 	: 
A,TOTAL,LCP,PPS,RO	41 	: 	110 	: 
A,TOTAL,LCP,PPS,SE	451 	312 	347 b	: 
A,TOTAL,LCP,PPS,SI	289 	318 	620 	: 
A,TOTAL,LCP,PPS,SK	114 	210 	214 	: 
A,TOTAL,LCP,PPS,UK	76 	92 	69 	: 
A,TOTAL,LCP,PPS_EU27_2020,AT	227 	282 	313 	238 
A,TOTAL,LCP,PPS_EU27_2020,BE	417 	674 	777 	428 
A,TOTAL,LCP,PPS_EU27_2020,BG	29 	49 	99 	92 
A,TOTAL,LCP,PPS_EU27_2020,CY	112 	212 	140 	198 
A,TOTAL,LCP,PPS_EU27_2020,CZ	175 	131 	205 bd	191 b
A,TOTAL,LCP,PPS_EU27_2020,DE	256 	282 	298 	412 
A,TOTAL,LCP,PPS_EU27_2020,DK	349 	434 	537 	283 
A,TOTAL,LCP,PPS_EU27_2020,EE	72 	120 	221 	233 
A,TOTAL,LCP,PPS_EU27_2020,EL	78 	75 	123 	63 
A,TOTAL,LCP,PPS_EU27_2020,ES	186 	253 	341 	353 
A,TOTAL,LCP,PPS_EU27_2020,EU27_2020	236 	282 	319 	335 
A,TOTAL,LCP,PPS_EU27_2020,EU28	205 	251 	268 	: 
A,TOTAL,LCP,PPS_EU27_2020,FI	204 	229 	218 	157 
A,TOTAL,LCP,PPS_EU27_2020,FR	327 	340 	461 	364 
A,TOTAL,LCP,PPS_EU27_2020,HR	: 	118 	200 	133 
A,TOTAL,LCP,PPS_EU27_2020,HU	91 	103 	93 	114 b
A,TOTAL,LCP,PPS_EU27_2020,IE	227 	: 	507 	658 
A,TOTAL,LCP,PPS_EU27_2020,IT	213 	276 	312 	414 
A,TOTAL,LCP,PPS_EU27_2020,LT	47 	66 	64 	102 
A,TOTAL,LCP,PPS_EU27_2020,LU	458 	524 	589 	542 
A,TOTAL,LCP,PPS_EU27_2020,LV	: 	59 	79 	67 
A,TOTAL,LCP,PPS_EU27_2020,MK	: 	: 	118 	58 
A,TOTAL,LCP,PPS_EU27_2020,MT	177 	195 	224 	128 
A,TOTAL,LCP,PPS_EU27_2020,NL	321 	368 	353 	427 
A,TOTAL,LCP,PPS_EU27_2020,NO	223 	388 	332 	391 
A,TOTAL,LCP,PPS_EU27_2020,PL	87 	115 	146 	111 
A,TOTAL,LCP,PPS_EU27_2020,PT	140 	319 	198 	182 
A,TOTAL,LCP,PPS_EU27_2020,RO	40 	: 	105 	113 
A,TOTAL,LCP,PPS_EU27_2020,RS	: 	: 	: 	89 
A,TOTAL,LCP,PPS_EU27_2020,SE	434 	308 	332 b	354 b
A,TOTAL,LCP,PPS_EU27_2020,SI	279 	315 	593 	269 
A,TOTAL,LCP,PPS_EU27_2020,SK	110 	208 	205 	164 
A,TOTAL,LCP,PPS_EU27_2020,UK	74 	91 	66 	: 
A,TOTAL,NET,EUR,AT	-12 	-22 b	0 	12 
A,TOTAL,NET,EUR,BE	35 	28 	42 	7 
A,TOTAL,NET,EUR,BG	0 	-2 b	-1 	0 
A,TOTAL,NET,EUR,CY	58 	77 	74 	8 
A,TOTAL,NET,EUR,CZ	-1 	-13 b	-15 bd	-37 b
A,TOTAL,NET,EUR,DE	0 	0 b	3 	3 
A,TOTAL,NET,EUR,DK	12 u	5 b	227 	3 
A,TOTAL,NET,EUR,EE	-2 	-7 b	-1 	-2 
A,TOTAL,NET,EUR,EL	-20 	56 b	76 	1 
A,TOTAL,NET,EUR,ES	35 	106 b	99 	-26 
A,TOTAL,NET,EUR,EU27_2020	45 	51 	69 	52 
A,TOTAL,NET,EUR,EU28	43 	44 b	60 	: 
A,TOTAL,NET,EUR,FI	3 	0 b	-24 	-17 
A,TOTAL,NET,EUR,FR	234 	229 	358 	319 
A,TOTAL,NET,EUR,HR	: 	-6 	-3 	-5 
A,TOTAL,NET,EUR,HU	44 	74 b	92 	53 b
A,TOTAL,NET,EUR,IE	-2 	: 	3 	27 
A,TOTAL,NET,EUR,IT	66 	43 	56 	63 
A,TOTAL,NET,EUR,LT	0 	-11 b	1 	-5 
A,TOTAL,NET,EUR,LU	-58 	-98 b	-138 	-55 
A,TOTAL,NET,EUR,LV	: 	-1 	-2 	-1 
A,TOTAL,NET,EUR,MK	: 	: 	2 	0 
A,TOTAL,NET,EUR,MT	-25 	2 b	15 	-2 
A,TOTAL,NET,EUR,NL	-49 u	16 b	9 	5 
A,TOTAL,NET,EUR,NO	11 	2 	-13 	-11 
A,TOTAL,NET,EUR,PL	0 	-10 b	-1 	-1 
A,TOTAL,NET,EUR,PT	-7 	-26 b	0 	-1 
A,TOTAL,NET,EUR,RO	0 	: 	0 	0 
A,TOTAL,NET,EUR,RS	: 	: 	: 	-1 
A,TOTAL,NET,EUR,SE	-6 	-6 b	17 b	-6 b
A,TOTAL,NET,EUR,SI	-40 	-23 b	-4 	-10 
A,TOTAL,NET,EUR,SK	-8 	-2 b	0 	-5 
A,TOTAL,NET,EUR,UK	36 	6 b	16 	: 
A,TOTAL,NET,PPS,AT	-11 	-20 b	0 	: 
A,TOTAL,NET,PPS,BE	34 	25 	39 	: 
A,TOTAL,NET,PPS,BG	0 	-4 b	-3 	: 
A,TOTAL,NET,PPS,CY	69 	84 	84 	: 
A,TOTAL,NET,PPS,CZ	-2 	-19 b	-24 bd	: 
A,TOTAL,NET,PPS,DE	0 	0 b	3 	: 
A,TOTAL,NET,PPS,DK	9 u	4 b	174 	: 
A,TOTAL,NET,PPS,EE	-4 	-11 b	-2 	: 
A,TOTAL,NET,PPS,EL	-23 	60 b	94 	: 
A,TOTAL,NET,PPS,ES	39 	111 b	112 	: 
A,TOTAL,NET,PPS,EU27_2020	46 	52 	72 	: 
A,TOTAL,NET,PPS,EU28	43 	44 b	60 	: 
A,TOTAL,NET,PPS,FI	3 	0 b	-20 	: 
A,TOTAL,NET,PPS,FR	217 	205 	332 	: 
A,TOTAL,NET,PPS,HR	: 	-9 	-4 	: 
A,TOTAL,NET,PPS,HU	71 	124 b	162 	: 
A,TOTAL,NET,PPS,IE	-1 	: 	3 	: 
A,TOTAL,NET,PPS,IT	66 	42 	57 	: 
A,TOTAL,NET,PPS,LT	-1 	-18 b	2 	: 
A,TOTAL,NET,PPS,LU	-52 	-81 b	-118 	: 
A,TOTAL,NET,PPS,LV	: 	-1 	-3 	: 
A,TOTAL,NET,PPS,MK	: 	: 	5 	: 
A,TOTAL,NET,PPS,MT	-38 	3 b	19 	: 
A,TOTAL,NET,PPS,NL	-47 u	14 b	8 	: 
A,TOTAL,NET,PPS,NO	9 	1 	-9 	: 
A,TOTAL,NET,PPS,PL	0 	-18 b	-1 	: 
A,TOTAL,NET,PPS,PT	-9 	-32 b	0 	: 
A,TOTAL,NET,PPS,RO	0 	: 	0 	: 
A,TOTAL,NET,PPS,SE	-5 	-5 b	14 b	: 
A,TOTAL,NET,PPS,SI	-56 	-28 b	-6 	: 
A,TOTAL,NET,PPS,SK	-12 	-3 b	0 	: 
A,TOTAL,NET,PPS,UK	30 	6 b	12 	: 
A,TOTAL,NET,PPS_EU27_2020,AT	-11 	-20 b	0 	10 
A,TOTAL,NET,PPS_EU27_2020,BE	32 	25 	38 	6 
A,TOTAL,NET,PPS_EU27_2020,BG	0 	-4 b	-2 	0 
A,TOTAL,NET,PPS_EU27_2020,CY	66 	83 	80 	9 
A,TOTAL,NET,PPS_EU27_2020,CZ	-2 	-19 b	-23 bd	-51 b
A,TOTAL,NET,PPS_EU27_2020,DE	0 	0 b	3 	3 
A,TOTAL,NET,PPS_EU27_2020,DK	9 u	4 b	167 	2 
A,TOTAL,NET,PPS_EU27_2020,EE	-4 	-11 b	-2 	-3 
A,TOTAL,NET,PPS_EU27_2020,EL	-23 	59 b	90 	1 
A,TOTAL,NET,PPS_EU27_2020,ES	38 	110 b	107 	-27 
A,TOTAL,NET,PPS_EU27_2020,EU27_2020	45 	51 	69 	52 
A,TOTAL,NET,PPS_EU27_2020,EU28	42 	44 b	57 	: 
A,TOTAL,NET,PPS_EU27_2020,FI	3 	0 b	-19 	-13 
A,TOTAL,NET,PPS_EU27_2020,FR	209 	202 	318 	293 
A,TOTAL,NET,PPS_EU27_2020,HR	: 	-9 	-4 	-8 
A,TOTAL,NET,PPS_EU27_2020,HU	69 	122 b	155 	84 b
A,TOTAL,NET,PPS_EU27_2020,IE	-1 	: 	3 	22 
A,TOTAL,NET,PPS_EU27_2020,IT	63 	42 	54 	63 
A,TOTAL,NET,PPS_EU27_2020,LT	-1 	-18 b	2 	-7 
A,TOTAL,NET,PPS_EU27_2020,LU	-50 	-81 b	-113 	-43 
A,TOTAL,NET,PPS_EU27_2020,LV	: 	-1 	-3 	-1 
A,TOTAL,NET,PPS_EU27_2020,MK	: 	: 	5 	-1 
A,TOTAL,NET,PPS_EU27_2020,MT	-36 	3 b	18 	-2 
A,TOTAL,NET,PPS_EU27_2020,NL	-45 u	14 b	8 	4 
A,TOTAL,NET,PPS_EU27_2020,NO	8 	1 	-8 	-8 
A,TOTAL,NET,PPS_EU27_2020,PL	0 	-17 b	-1 	-2 
A,TOTAL,NET,PPS_EU27_2020,PT	-8 	-31 b	0 	-1 
A,TOTAL,NET,PPS_EU27_2020,RO	0 	: 	0 	0 
A,TOTAL,NET,PPS_EU27_2020,RS	: 	: 	: 	-1 
A,TOTAL,NET,PPS_EU27_2020,SE	-5 	-5 b	13 b	-5 b
A,TOTAL,NET,PPS_EU27_2020,SI	-54 	-27 b	-5 	-12 
A,TOTAL,NET,PPS_EU27_2020,SK	-11 	-3 b	0 	-7 
A,TOTAL,NET,PPS_EU27_2020,UK	29 	6 b	12 	: 
A,TOTAL,TOTAL,EUR,AT	555 	676 b	619 	481 
A,TOTAL,TOTAL,EUR,BE	732 	1207 	1405 	785 
A,TOTAL,TOTAL,EUR,BG	29 	48 b	96 	73 
A,TOTAL,TOTAL,EUR,CY	283 	439 	301 	320 
A,TOTAL,TOTAL,EUR,CZ	190 	180 b	235 bd	191 b
A,TOTAL,TOTAL,EUR,DE	526 	617 b	686 	810 
A,TOTAL,TOTAL,EUR,DK	1115 u	950 b	1625 	557 
A,TOTAL,TOTAL,EUR,EE	128 	148 b	290 	279 
A,TOTAL,TOTAL,EUR,EL	121 	201 b	247 	95 
A,TOTAL,TOTAL,EUR,ES	338 	514 b	597 	415 
A,TOTAL,TOTAL,EUR,EU27_2020	496 	595 	644 	615 
A,TOTAL,TOTAL,EUR,EU28	478 	545 b	585 	: 
A,TOTAL,TOTAL,EUR,FI	522 	573 b	551 	330 
A,TOTAL,TOTAL,EUR,FR	928 	1036 	1154 	1001 
A,TOTAL,TOTAL,EUR,HR	: 	185 	236 	164 
A,TOTAL,TOTAL,EUR,HU	188 	236 b	223 	198 b
A,TOTAL,TOTAL,EUR,IE	824 	: 	939 	1031 
A,TOTAL,TOTAL,EUR,IT	435 	458 	544 	680 
A,TOTAL,TOTAL,EUR,LT	61 	75 b	107 	114 
A,TOTAL,TOTAL,EUR,LU	907 	943 b	1136 	970 
A,TOTAL,TOTAL,EUR,LV	: 	70 	100 	91 
A,TOTAL,TOTAL,EUR,MK	: 	: 	134 	57 
A,TOTAL,TOTAL,EUR,MT	276 	367 b	415 	250 
A,TOTAL,TOTAL,EUR,NL	753 u	892 b	893 	1027 
A,TOTAL,TOTAL,EUR,NO	590 	970 	1060 	1139 
A,TOTAL,TOTAL,EUR,PL	106 	124 b	158 	108 
A,TOTAL,TOTAL,EUR,PT	195 	419 b	262 	204 
A,TOTAL,TOTAL,EUR,RO	48 	: 	84 	80 
A,TOTAL,TOTAL,EUR,RS	: 	: 	: 	77 
A,TOTAL,TOTAL,EUR,SE	920 	839 b	888 b	808 b
A,TOTAL,TOTAL,EUR,SI	390 	433 b	688 	404 
A,TOTAL,TOTAL,EUR,SK	144 	267 b	256 	247 
A,TOTAL,TOTAL,EUR,UK	383 	267 b	293 	: 
A,TOTAL,TOTAL,PPS,AT	535 	614 b	583 	: 
A,TOTAL,TOTAL,PPS,BE	697 	1104 	1320 	: 
A,TOTAL,TOTAL,PPS,BG	81 	105 b	208 	: 
A,TOTAL,TOTAL,PPS,CY	332 	480 	342 	: 
A,TOTAL,TOTAL,PPS,CZ	331 	255 b	373 bd	: 
A,TOTAL,TOTAL,PPS,DE	512 	587 b	662 	: 
A,TOTAL,TOTAL,PPS,DK	824 u	713 b	1247 	: 
A,TOTAL,TOTAL,PPS,EE	216 	221 b	405 	: 
A,TOTAL,TOTAL,PPS,EL	145 	213 b	305 	: 
A,TOTAL,TOTAL,PPS,ES	373 	541 b	675 	: 
A,TOTAL,TOTAL,PPS,EU27_2020	515 	601 	674 	: 
A,TOTAL,TOTAL,PPS,EU28	478 	545 b	585 	: 
A,TOTAL,TOTAL,PPS,FI	453 	487 b	456 	: 
A,TOTAL,TOTAL,PPS,FR	861 	928 	1072 	: 
A,TOTAL,TOTAL,PPS,HR	: 	267 	385 	: 
A,TOTAL,TOTAL,PPS,HU	303 	394 b	392 	: 
A,TOTAL,TOTAL,PPS,IE	693 	: 	871 	: 
A,TOTAL,TOTAL,PPS,IT	432 	453 	554 	: 
A,TOTAL,TOTAL,PPS,LT	118 	128 b	180 	: 
A,TOTAL,TOTAL,PPS,LU	815 	780 b	969 	: 
A,TOTAL,TOTAL,PPS,LV	: 	110 	151 	: 
A,TOTAL,TOTAL,PPS,MK	: 	: 	319 	: 
A,TOTAL,TOTAL,PPS,MT	410 	491 b	520 	: 
A,TOTAL,TOTAL,PPS,NL	713 u	800 b	829 	: 
A,TOTAL,TOTAL,PPS,NO	446 	649 	718 	: 
A,TOTAL,TOTAL,PPS,PL	194 	210 b	281 	: 
A,TOTAL,TOTAL,PPS,PT	249 	515 b	337 	: 
A,TOTAL,TOTAL,PPS,RO	105 	: 	169 	: 
A,TOTAL,TOTAL,PPS,SE	766 	678 b	705 b	: 
A,TOTAL,TOTAL,PPS,SI	543 	520 b	869 	: 
A,TOTAL,TOTAL,PPS,SK	217 	407 b	392 	: 
A,TOTAL,TOTAL,PPS,UK	315 	250 b	231 	: 
A,TOTAL,TOTAL,PPS_EU27_2020,AT	516 	607 b	557 	420 
A,TOTAL,TOTAL,PPS_EU27_2020,BE	672 	1092 	1262 	704 
A,TOTAL,TOTAL,PPS_EU27_2020,BG	78 	104 b	199 	135 
A,TOTAL,TOTAL,PPS_EU27_2020,CY	320 	475 	327 	350 
A,TOTAL,TOTAL,PPS_EU27_2020,CZ	319 	252 b	357 bd	265 b
A,TOTAL,TOTAL,PPS_EU27_2020,DE	493 	580 b	634 	733 
A,TOTAL,TOTAL,PPS_EU27_2020,DK	794 u	705 b	1193 	418 
A,TOTAL,TOTAL,PPS_EU27_2020,EE	208 	219 b	387 	348 
A,TOTAL,TOTAL,PPS_EU27_2020,EL	140 	211 b	292 	115 
A,TOTAL,TOTAL,PPS_EU27_2020,ES	359 	535 b	646 	442 
A,TOTAL,TOTAL,PPS_EU27_2020,EU27_2020	496 	595 	644 	615 
A,TOTAL,TOTAL,PPS_EU27_2020,EU28	461 	539 b	559 	: 
A,TOTAL,TOTAL,PPS_EU27_2020,FI	437 	482 b	436 	261 
A,TOTAL,TOTAL,PPS_EU27_2020,FR	829 	918 	1025 	920 
A,TOTAL,TOTAL,PPS_EU27_2020,HR	: 	264 	368 	254 
A,TOTAL,TOTAL,PPS_EU27_2020,HU	292 	390 b	375 	312 b
A,TOTAL,TOTAL,PPS_EU27_2020,IE	667 	: 	834 	860 
A,TOTAL,TOTAL,PPS_EU27_2020,IT	416 	448 	529 	685 
A,TOTAL,TOTAL,PPS_EU27_2020,LT	114 	126 b	172 	167 
A,TOTAL,TOTAL,PPS_EU27_2020,LU	785 	771 b	927 	750 
A,TOTAL,TOTAL,PPS_EU27_2020,LV	: 	108 	144 	123 
A,TOTAL,TOTAL,PPS_EU27_2020,MK	: 	: 	306 	125 
A,TOTAL,TOTAL,PPS_EU27_2020,MT	395 	486 b	497 	285 
A,TOTAL,TOTAL,PPS_EU27_2020,NL	687 u	791 b	793 	886 
A,TOTAL,TOTAL,PPS_EU27_2020,NO	430 	642 	686 	806 
A,TOTAL,TOTAL,PPS_EU27_2020,PL	187 	208 b	268 	179 
A,TOTAL,TOTAL,PPS_EU27_2020,PT	240 	509 b	322 	239 
A,TOTAL,TOTAL,PPS_EU27_2020,RO	102 	: 	162 	152 
A,TOTAL,TOTAL,PPS_EU27_2020,RS	: 	: 	: 	145 
A,TOTAL,TOTAL,PPS_EU27_2020,SE	738 	671 b	674 b	647 b
A,TOTAL,TOTAL,PPS_EU27_2020,SI	523 	514 b	831 	481 
A,TOTAL,TOTAL,PPS_EU27_2020,SK	209 	402 b	375 	306 
A,TOTAL,TOTAL,PPS_EU27_2020,UK	303 	247 b	221 	: 
