NCESSCH,NAME,LAT,LON,CITY,STATE
170993001117,Sumner Elem Math & Sci Comm Acad,41.8718,-87.7324,Chicago,IL
170993001118,Sutherland Elem School,41.7113,-87.6765,Chicago,IL
170993001119,Swift Elem Specialty School,41.9892,-87.6585,Chicago,IL
170993001120,Taylor Elem School,41.7154,-87.5333,Chicago,IL
170993001122,Thorp  J N Elem School,41.73326,-87.544813,Chicago,IL
170993001123,Thorp  O A Elem Scholastic Acad,41.9489,-87.7778,Chicago,IL
170993001124,Tilton Elem School,41.8839,-87.7304,Chicago,IL
170993001125,Manley Career Academy High School,41.8708,-87.7,Chicago,IL
170993001127,Monarcas Academy,41.7874,-87.7078,Chicago,IL
170993001128,Ninos Heroes Elem Academic Ctr,41.744132,-87.553038,Chicago,IL
170993001130,Twain Elem School,41.7994,-87.7596,Chicago,IL
170993001131,Vanderpoel Elem Magnet School,41.7205,-87.6659,Chicago,IL
170993001135,Lavizzo Elem School,41.6965,-87.6271,Chicago,IL
170993001136,Walsh Elem School,41.8547,-87.6479,Chicago,IL
170993001138,Volta Elem School,41.9716,-87.725,Chicago,IL
170993001139,Steinmetz College Prep HS,41.9356,-87.7843,Chicago,IL
170993001141,Wacker Elem School,41.7163,-87.6483,Chicago,IL
170993001143,Ward  J Elem School,41.8435,-87.6351,Chicago,IL
170993001144,Wadsworth Elem School,41.7783,-87.5983,Chicago,IL
170993001145,Washington  G Elem School,41.6878,-87.536,Chicago,IL
170993001147,Waters Elem School,41.9644,-87.6919,Chicago,IL
170993001148,Webster Elem School,41.8698,-87.7272,Chicago,IL
170993001149,Sullivan High School,42.0028,-87.6689,Chicago,IL
170993001150,Wentworth Elem School,41.7653,-87.6584,Chicago,IL
170993001151,Westcott Elem School,41.7487,-87.6355,Chicago,IL
170993001153,Taft High School,41.9847,-87.7914,Chicago,IL
170993001154,Pritzker Elem School,41.9066,-87.6778,Chicago,IL
170993001155,Whistler Elem School,41.6842,-87.6551,Chicago,IL
170993001156,Joplin Elem School,41.7495,-87.6691,Chicago,IL
170993001157,Whitney Elem School,41.84,-87.7254,Chicago,IL
170993001159,Whittier Elem School,41.8506,-87.674,Chicago,IL
170993001161,Tilden Career Communty Academy HS,41.8075,-87.6425,Chicago,IL
170993001163,Woodson South Elem School,41.814,-87.6087,Chicago,IL
170993001165,Till Elem Math & Science Academy,41.775553,-87.609085,Chicago,IL
170993001166,Warren Elem School,41.7277,-87.575,Chicago,IL
170993001168,Aldridge Elem School,41.6577,-87.6069,Chicago,IL
170993001171,Young Elem School,41.9067,-87.7675,Chicago,IL
170993001174,Dirksen Elem School,41.9735,-87.8416,Chicago,IL
170993001176,Yates Elem School,41.9148,-87.6998,Chicago,IL
170993001177,Depriest Elem School,41.878,-87.7659,Chicago,IL
170993001180,Von Steuben Metro Science HS,41.9732,-87.7131,Chicago,IL
170993001181,Armstrong G Elem IntL Studies,42.0106,-87.6846,Chicago,IL
170993001183,Cuffe Math-Sci Tech Elem Academy,41.7424,-87.6539,Chicago,IL
170993001185,Lincoln Park High School,41.9193,-87.6454,Chicago,IL
170993001186,Foster Park Elem School,41.7387,-87.6684,Chicago,IL
170993001189,Washington G High School,41.6875,-87.5391,Chicago,IL
170993001191,McNair Elem School,41.898,-87.747,Chicago,IL
170993001192,Wells Community Academy HS,41.8992,-87.6683,Chicago,IL
170993001193,Hay Elem Community Academy,41.8995,-87.7561,Chicago,IL
170993001194,Cullen Elem School,41.7003,-87.6115,Chicago,IL
170993001198,Curie Metropolitan High School,41.8019,-87.7222,Chicago,IL
170993001209,Green  W Elem School,41.7195,-87.6524,Chicago,IL
170993001210,Clark  G R Elem School,41.868,-87.7702,Chicago,IL
170993001212,Ward  L Elem School,41.8933,-87.7191,Chicago,IL
170993001213,Powell Elem Paideia Comm Academy,41.760245,-87.556341,Chicago,IL
170993001214,Lee Elem School,41.7754,-87.7291,Chicago,IL
170993001215,Salazar Elem Bilingual Center,41.9016,-87.6339,Chicago,IL
170993001217,Langford A Elem School,41.7846,-87.6573,Chicago,IL
170993001351,Finkl Elem School,41.8497,-87.687,Chicago,IL
170993001607,Ariel Elem Community Academy,41.811188,-87.598128,Chicago,IL
170993001608,Little Village Elem School,41.8429,-87.7176,Chicago,IL
170993001609,Zapata Elem Academy,41.8413,-87.7355,Chicago,IL
170993001610,Ortiz De Dominguez Elem School,41.8383,-87.7177,Chicago,IL
170993001612,Lara Elem Academy,41.8099,-87.6719,Chicago,IL
170993001613,Telpochcalli Elem School,41.849,-87.697608,Chicago,IL
170993001614,Wells Preparatory Elem Academy,41.8271,-87.6198,Chicago,IL
170993001615,Woodlawn Elem Community School,41.7739,-87.5942,Chicago,IL
170993001980,Hancock College Preparatory HS,41.7917,-87.7249,Chicago,IL
170993002031,Brooks College Prep Academy HS,41.694,-87.6159,Chicago,IL
170993002042,West Park Elem Academy,41.9069,-87.7321,Chicago,IL
170993002618,Marine Leadership Academy - Ames,41.915984,-87.722478,Chicago,IL
170993002631,Fairfield Elem Academy,41.7806,-87.6919,Chicago,IL
170993003481,Northside College Preparatory Hs,41.9814,-87.7079,Chicago,IL
170993003487,Chicago Military Academy HS,41.8304,-87.6189,Chicago,IL
170993003564,Locke A Elem Charter Academy,41.8771,-87.705,Chicago,IL
170993003566,Sandoval Elem School,41.79304,-87.712351,Chicago,IL
170993003567,Northwest Middle School,41.9212,-87.7581,Chicago,IL
170993003570,Vick Early Childhood & Family Ctr,41.6886,-87.6857,Chicago,IL
170993003989,Payton College Preparatory HS,41.9017,-87.6352,Chicago,IL
170993003995,Hampton Elem Fine & Perf Arts Sch,41.7538,-87.709,Chicago,IL
170993004016,Colemon J Elem Academy,41.676882,-87.657319,Chicago,IL
170993004277,Columbia Explorers Elem Academy,41.811,-87.7045,Chicago,IL
170993004286,Chicago Academy Elem School,41.943,-87.7769,Chicago,IL
170993004376,Christopher Elem School,41.8017,-87.6861,Chicago,IL
170993004382,Rudolph Elem Learning Center,41.883818,-87.667993,Chicago,IL
170993004715,Phoenix Military Academy HS,41.8791,-87.6884,Chicago,IL
170993004718,Ashburn Community Elem School,41.74215,-87.7101,Chicago,IL
170993004720,Belmont-Cragin Elem School,41.921404,-87.75774,Chicago,IL
170993004722,National Teachers Elem Academy,41.8519,-87.6288,Chicago,IL
170993004726,Talman Elem School,41.7941,-87.6907,Chicago,IL
170993004913,Daley Elem Academy,41.8024,-87.6725,Chicago,IL
170993004915,Madero Middle School,41.8416,-87.7053,Chicago,IL
170993004916,Sabin Elem Magnet School,41.9075,-87.6828,Chicago,IL
170993004917,Saucedo Elem Scholastic Academy,41.8486,-87.6983,Chicago,IL
170993004944,Edison Elem Regional Gifted Cntr,41.9709,-87.7095,Chicago,IL
170993004954,Orozco Elem Fine Arts & Sciences,41.858,-87.6749,Chicago,IL
170993004956,Morton Elem Career Academy,41.889545,-87.704773,Chicago,IL
170993004962,Albany Park Multicultural Elem,41.9708,-87.7095,Chicago,IL
170993004965,Beard Elem School,41.9699,-87.7904,Chicago,IL
170993004966,Blair Early Childhood Center,41.7764,-87.7892,Chicago,IL
170993005061,Chicago Academy High School,41.943,-87.7769,Chicago,IL
170993005072,Bowen High School,41.734303,-87.557463,Chicago,IL
170993005074,North-Grand High School,41.9125,-87.7353,Chicago,IL
170993005075,Raby High School,41.8858,-87.7154,Chicago,IL
170993005076,Clark Acad Prep Magnet High Schl,41.8726,-87.7527,Chicago,IL
170993005078,Rickover Naval Academy High Schl,41.95737,-87.76991,Chicago,IL
170993005092,Chicago Math & Sci Elem Charter,42.0088,-87.6729,Chicago,IL
170993005102,Namaste Elem Charter School,41.8253,-87.6675,Chicago,IL
170993005109,Claremont Academy Elem School,41.7778,-87.6816,Chicago,IL
170993005147,Chicago HS for Agricult Sciences,41.69,-87.7173,Chicago,IL
170993005151,Stock Early Childhood Center,42.0166,-87.8143,Chicago,IL
170993005167,James R Doolittle Academy,41.8307,-87.6122,Chicago,IL
170993005268,South Loop Elem School,41.8667,-87.6289,Chicago,IL
170993005269,Lenart Elem Regional Gifted Ctr,41.7466,-87.6276,Chicago,IL
170993005303,Casals Elem School,41.9042,-87.7141,Chicago,IL
170993005410,Perez Elem School,41.8557,-87.6582,Chicago,IL
170993005413,Ruiz Elem School,41.848,-87.6812,Chicago,IL
170993005486,Brighton Park Elem School,41.824,-87.6918,Chicago,IL
170993005489,Evergreen Academy Elem School,41.8289,-87.6676,Chicago,IL
170993005546,Carson Elem School,41.7933,-87.6883,Chicago,IL
170993005547,McAuliffe Elem School,41.914636,-87.723547,Chicago,IL
170993005548,Galileo Elem Math & Sci Schol Acd,41.8712,-87.6537,Chicago,IL
170993005677,Spry Community Links High School,41.847637,-87.699794,Chicago,IL
170993005682,Asian Human Srvcs-Passage Chrtr,41.9832,-87.6713,Chicago,IL
170993005687,New Field Elem School,42.0074,-87.6727,Chicago,IL
170993005690,Durkin Park Elem School,41.7392,-87.7295,Chicago,IL
170993005691,Calmeca Acad Elem School,41.824786,-87.711325,Chicago,IL
170993005692,North River Elem School,41.961786,-87.707362,Chicago,IL
170993005787,Uplift Community High School,41.9659,-87.6522,Chicago,IL
170993005788,World Language High School,41.835226,-87.735982,Chicago,IL
170993005789,Douglass Academy High School,41.8902,-87.7671,Chicago,IL
170993005790,Devry Advantage Academy High Schl,41.969123,-87.677014,Chicago,IL
170993005791,Lindblom Math & Science Acad HS,41.7821,-87.6722,Chicago,IL
170993005792,Bronzeville Scholastic HS,41.8044,-87.6251,Chicago,IL
170993005793,School of Social Justice HS,41.835226,-87.735982,Chicago,IL
170993005794,Multicultural Arts High School,41.835226,-87.735982,Chicago,IL
170993005795,Infinity Math  Science & Tech HS,41.835226,-87.735982,Chicago,IL
170993005797,Erie Elem Charter School,41.9069,-87.6941,Chicago,IL
170993005799,Legacy Elem Charter School,41.857332,-87.708542,Chicago,IL
170993005801,Suder Montessori Elem Magnet Schl,41.883493,-87.677314,Chicago,IL
170993005803,Tarkington Elem School,41.7647,-87.7063,Chicago,IL
170993005884,Urban Prep Chtr Acad Englewood HS,41.782,-87.6344,Chicago,IL
170993005885,Providence-Englewood Elem Charter,41.7752,-87.6636,Chicago,IL
170993005886,Thomas Early Childhood Center,41.8277,-87.6772,Chicago,IL
170993005919,Polaris Elem Charter Academy,41.8923,-87.7081,Chicago,IL
170993005930,Frazier Perspectives Magnet ES,41.8668,-87.7263,Chicago,IL
170993005935,Catalyst Charter-Circle Rock ES,41.882467,-87.765388,Chicago,IL
170993005942,Collins Academy High School,41.864384,-87.701398,Chicago,IL
170993005979,LaSalle II Lang Acad Elem Sch,41.902775,-87.673956,Chicago,IL
170993005980,Plato Learning Acad  Elem School,41.872537,-87.763632,Chicago,IL
170993005983,Orr Academy High School,41.893981,-87.726546,Chicago,IL
170993005984,Austin College and Career Acad HS,41.885354,-87.762979,Chicago,IL
170993005985,Edison Park Elem School,41.993982,-87.814235,Chicago,IL
170993006006,Davis M Magnet Elem School,41.771352,-87.666763,Chicago,IL
170993006035,Academy for Global Citizenship,41.807458,-87.740204,Chicago,IL
170993006036,Disney II Elem School,41.950518,-87.730195,Chicago,IL
170993006055,Air Force Acad High School,41.827898,-87.632962,Chicago,IL
170993006058,Chicago HS for the Arts,41.899534,-87.695034,Chicago,IL
170993006067,Prieto Math-Science Elem Sch,41.9233,-87.7625,Chicago,IL
170993006072,Alcott College Prep,41.9355,-87.6804,Chicago,IL
170993006076,Chicago Technology Academy HS,41.8632,-87.6596,Chicago,IL
170993006081,Skinner North Elem Sch,41.9052,-87.6445,Chicago,IL
170993006083,Westinghouse High School,41.8895,-87.7074,Chicago,IL
170993006088,EPIC Academy High School,41.7449,-87.5498,Chicago,IL
170993006091,Hernandez Middle School,41.7939,-87.7115,Chicago,IL
170993006092,Williams Medical Prep High Sch,41.8048,-87.6247,Chicago,IL
170993006093,Ogden Int High School,41.8939,-87.6585,Chicago,IL
170993006099,South Shore Fine Arts Elem Sch,41.7674,-87.5904,Chicago,IL
170993006102,Hope Learning Academy,41.883818,-87.667993,Chicago,IL
170993006103,IHSCA Charter High School,41.84596,-87.685851,Chicago,IL
170993006108,West Ridge Elem School,42.0029,-87.7061,Chicago,IL
170993006131,Azuela Elem School,41.7709,-87.7398,Chicago,IL
170993006132,Urban Prep Chtr  Bronzeville HS,41.830835,-87.613484,Chicago,IL
170993006138,Solorio Academy High School,41.7952,-87.7115,Chicago,IL
170993006139,Garcia Lorca Elem School,41.939846,-87.724405,Chicago,IL
170993006142,Rowe Elementary,41.9078,-87.6646,Chicago,IL
170993006149,Camras Elem School,41.9352,-87.7704,Chicago,IL
170993006170,South Shore Intl Col Prep HS,41.7584,-87.577,Chicago,IL
170993006173,STEM Magnet Academy Elem,41.8687,-87.6648,Chicago,IL
170993006207,Shields Middle School,41.8063,-87.6901,Chicago,IL
170993006219,Chicago Excel Academy HS,41.691973,-87.653794,Chicago,IL
170993006221,Montessori of Englewood Chtr ES,41.767491,-87.667905,Chicago,IL
170993006223,Goode STEM Academy HS,41.753887,-87.70635,Chicago,IL
170993006238,IJLA Charter High School,41.845642,-87.684224,Chicago,IL
170993006241,Legal Prep Academy Charter HS,41.881607,-87.73375,Chicago,IL
170993006243,Catalyst Charter - Maria ES,41.770922,-87.692497,Chicago,IL
170993006250,Disney II Magnet HS,41.9522,-87.7209,Chicago,IL
170993006260,Crane Medical Prep HS,41.8769,-87.6832,Chicago,IL
170993006282,Back of The Yards IB HS,41.8082,-87.678,Chicago,IL
170993006285,Chicago Collegiate Charter School,41.6794,-87.6184,Chicago,IL
170993006293,Intrinsic Charter High School,41.939315,-87.741,Chicago,IL
170993006311,Christopher House Chrt ES,41.922,-87.7579,Chicago,IL
170993006328,Great Lakes Academy Charter ES,41.742408,-87.559744,Chicago,IL
170993006331,Horizon Sci Acad - Southwest Chtr,41.795465,-87.681895,Chicago,IL
170993006380,Moving Everest Charter School,41.88837,-87.755741,Chicago,IL
170993006398,Richardson Middle School,41.783667,-87.726033,Chicago,IL
170993006399,Sadlowski Elementary School,41.704861,-87.528066,Chicago,IL
170993006400,Walter Henri Dyett HS for Arts,41.801194,-87.61228,Chicago,IL
170993006436,Acero Chtr - Sandra Cisneros Elem,41.82305,-87.694361,Chicago,IL
170993006437,Perspectives Chtr - Leadership Ac,41.738955,-87.626912,Chicago,IL
170993006438,CICS - Longwood Campus,41.720926,-87.655886,Chicago,IL
170993006439,Noble St Chtr-Golder College Prep,41.895561,-87.664479,Chicago,IL
170993006440,Noble St Chtr-Chicago Bulls Prep,41.87919,-87.678421,Chicago,IL
170993006441,Perspectives Chtr - HS of Tech,41.738955,-87.626912,Chicago,IL
170993006442,YCCS-West Town Academy Alt HS,41.891013,-87.702761,Chicago,IL
170993006443,LEARN Chtr - Middle School,41.88727,-87.702421,Chicago,IL
170993006444,Acero Chtr - SPC Zizumbo Elem,41.80831,-87.730711,Chicago,IL
170993006445,YCCS West,41.902,-87.749181,Chicago,IL
170993006446,CICS - Bucktown Campus,41.922535,-87.681066,Chicago,IL
170993006447,Noble St Chtr-Rowe-Clark MS Acad,41.895247,-87.718067,Chicago,IL
170993006448,Acero Chtr - Bartolome de las,41.859441,-87.667859,Chicago,IL
170993006449,YCCS-Latino Youth Alternative HS,41.854682,-87.695319,Chicago,IL
170993006450,Noble St Chtr-Butler - Crimson,41.70673,-87.602762,Chicago,IL
170993006451,LEARN Chtr - South Chicago Campus,41.73326,-87.544813,Chicago,IL
170993006452,Noble St Chtr-Pritzker Col Prep,41.915012,-87.729725,Chicago,IL
170993006453,Aspira Charter - Bus and Fin,41.935954,-87.717962,Chicago,IL
170993006454,Noble St Chtr-Hansberry Prep Slvr,41.734499,-87.651357,Chicago,IL
170993006455,Acero Chtr - Rufino Tamayo Elem,41.800044,-87.6936,Chicago,IL
170993006456,YCCS-Innovations of Arts Integr,41.882709,-87.627472,Chicago,IL
170993006457,LEARN Charter Excel Campus,41.88727,-87.702421,Chicago,IL
170993006458,YCCS Chtr - Chatham,41.730016,-87.606725,Chicago,IL
170993006459,Noble St Chtr-Muchin College Prep,41.882416,-87.627285,Chicago,IL
170993006460,YCCS-Sullivan House Alt HS,41.746163,-87.578895,Chicago,IL
170993006461,CICS - Ralph Ellison Campus,41.748201,-87.669119,Chicago,IL
170993006462,CICS - Irving Park Campus,41.950644,-87.710726,Chicago,IL
170993006463,YCCS-CCA Academy HS,41.8651,-87.7248,Chicago,IL
170993006464,Noble St Chtr-The Noble Academy,41.907482,-87.645526,Chicago,IL
170993006465,CICS - Wrightwood,41.745185,-87.69287,Chicago,IL
170993006466,Univ of Chicago Chtr-Nth Kenwood,41.811188,-87.598128,Chicago,IL
170993006467,Acero Chtr Netrk -  Major Garcia,41.80831,-87.730711,Chicago,IL
170993006468,YCCS-Community Youth Dev Inst HS,41.751581,-87.642024,Chicago,IL
170993006469,LEARN Chtr - 7th Campus,41.88727,-87.702421,Chicago,IL
170993006470,Noble St Chtr-Noble Campus,41.900113,-87.662875,Chicago,IL
170993006471,LEARN Chtr - Butler,41.867171,-87.710895,Chicago,IL
170993006473,ASPIRA Charter - Early College Pr,41.937702,-87.726775,Chicago,IL
170993006474,Acero Chtr-Brighton Park Elem Sch,41.813428,-87.69341,Chicago,IL
170993006475,CICS - West Belden Campus,41.921774,-87.776534,Chicago,IL
170993006476,North Lawndale Prep Chtr-Collins,41.864384,-87.701398,Chicago,IL
170993006477,KIPP Academy Chicago Campus,41.891633,-87.746828,Chicago,IL
170993006478,YCCS-Olive Harvey Mid College HS,41.710772,-87.591043,Chicago,IL
170993006479,YCCS-McKinley-Lakeside Leadership,41.841589,-87.625464,Chicago,IL
170993006480,Noble St Chtr-DRW Trading Col,41.86921,-87.709931,Chicago,IL
170993006481,Acero Chtr - Carlos Fuentes Elem,41.937399,-87.699579,Chicago,IL
170993006482,Acero Chtr - Octavio Paz Elem Sch,41.849951,-87.692337,Chicago,IL
170993006483,Acero Chtr Sch Netwrk- Victoria,41.802236,-87.710789,Chicago,IL
170993006484,CICS - Bond Campus,41.653337,-87.605498,Chicago,IL
170993006485,Noble St Chtr-ITW Speer Acad,41.917123,-87.759685,Chicago,IL
170993006486,YCCS-Albizu Campos Puerto Rican,41.902732,-87.696021,Chicago,IL
170993006487,CICS - Loomis Primary Campus,41.720196,-87.656897,Chicago,IL
170993006488,CICS - Basil Campus,41.794202,-87.669977,Chicago,IL
170993006489,North Lawndale Prep Chtr - Christ,41.858617,-87.708818,Chicago,IL
170993006490,YCCS-Progressive Leadership Acad,41.773948,-87.615715,Chicago,IL
170993006491,Noble St Chtr-Baker Campus,41.734303,-87.557463,Chicago,IL
170993006492,LEARN Chtr -  Hunter Perkins Camp,41.743307,-87.666328,Chicago,IL
170993006493,Univ of Chicago Chtr-Woodlawn,41.780302,-87.597473,Chicago,IL
170993006494,Noble St Chtr-Johnson Colg Prep,41.778717,-87.635453,Chicago,IL
170993006495,Univ of Chicago Chtr-Donoghue,41.827471,-87.608198,Chicago,IL
170993006496,YCCS-Association House,41.901636,-87.7073,Chicago,IL
170993006497,Acero Chtr - Officer Marquez Elem,41.808589,-87.697277,Chicago,IL
170993006498,CICS - Prairie Campus,41.684562,-87.617059,Chicago,IL
170993006499,Noble St Chtr Rauner College Prep,41.892297,-87.661277,Chicago,IL
170993006500,CICS - Northtown  Campus,41.990909,-87.72797,Chicago,IL
170993006502,LEARN Chtr-Campbell Campus,41.877932,-87.698967,Chicago,IL
170993006503,Perspectives Chtr - Joslin Campus,41.856362,-87.628274,Chicago,IL
170993006504,YCCS-ASPIRA Pantoja Alt HS,41.937906,-87.7268,Chicago,IL
170993006505,Acero Chtr Network - Jovita Idar,41.801167,-87.709363,Chicago,IL
170993006507,CICS - Avalon/South Shore,41.743033,-87.587756,Chicago,IL
170993006508,Acero Chtr  Sor Juana Ines de la,42.016443,-87.684996,Chicago,IL
170993006509,KIPP Chicago Chrtrs - Ascend Acad,41.858587,-87.721779,Chicago,IL
170993006510,KIPP Chicago Chrtrs  Bloom Campus,41.79343,-87.641117,Chicago,IL
170993006512,CICS - Washington Pk Campus,41.784167,-87.621247,Chicago,IL
170993006513,Noble St Chtr - Mansueto,41.807631,-87.69689,Chicago,IL
170993006514,Perspectives Chtr -  IIT Campus,41.827929,-87.624433,Chicago,IL
170993006515,Noble St Chtr-UIC College Prep,41.86526,-87.675623,Chicago,IL
170993006516,ASPIRA Charter - Haugan Campus,41.966276,-87.721876,Chicago,IL
170993006517,YCCS-Truman Middle College HS,41.964544,-87.658845,Chicago,IL
170993006518,YCCS-Youth Connection Leadership,41.832363,-87.627374,Chicago,IL
170993006519,YCCS-Scholastic Achievement HS,41.88015,-87.742271,Chicago,IL
170993006520,KIPP One Academy,41.893981,-87.726546,Chicago,IL
170993006521,Acero Chtr - Esmera Santiago Cmps,41.900491,-87.689974,Chicago,IL
170993006522,Acero Chtr Network - PFC Torress,41.80831,-87.730711,Chicago,IL
170993006523,Noble St Chtr-Comer College Prep,41.765251,-87.603988,Chicago,IL
170993006524,Acero Chtr  Roberto Clemente Elem,41.917854,-87.788042,Chicago,IL
170993006590,Bronzeville Classical Elem Sch,41.81978,-87.626809,Chicago,IL
170993006603,Sor Juana Ines de la Cruz,42.016443,-87.684996,Chicago,IL
170993006725,Englewood STEM High School,41.77004,-87.634064,Chicago,IL
170993006770,Art in Motion Charter School,41.759977,-87.58294,Chicago,IL
170996000055,Highland School,41.516317,-87.649524,Chicago Heights,IL
170996001220,Garfield Elem School,41.493917,-87.631745,Chicago Heights,IL
170996001221,Greenbriar Elem School,41.524678,-87.646134,Chicago Heights,IL
170996001222,Jefferson Elem School,41.511365,-87.632357,Chicago Heights,IL
170996001223,Kennedy Elem School,41.512918,-87.664006,Chicago Heights,IL
170996001224,Lincoln Elem School,41.503638,-87.629442,Chicago Heights,IL
170996001225,Roosevelt Elem School,41.506502,-87.651881,Chicago Heights,IL
170996001226,U S Grant Elem School,41.488924,-87.640691,South Chicago Heights,IL
170996001227,Washington-McKinley Elem Sch,41.501738,-87.641222,Chicago Heights,IL
170996001228,Wilson Elem School,41.500924,-87.660571,Chicago Heights,IL
170996006777,Chicago Heights Middle School,41.511617,-87.645484,Chicago Hts,IL
170999001229,Elden D Finley Jr High School,41.695049,-87.773412,Chicago Ridge,IL
170999001230,Ridge Central Elem School,41.695256,-87.772136,Chicago Ridge,IL
170999001232,Ridge Lawn Elementary School,41.701027,-87.763972,Chicago Ridge,IL
171542001851,Serena Hills Elem School,41.532992,-87.652768,Chicago Heights,IL
173081003202,Barack Obama Sch of Ldership,41.498082,-87.662329,Chicago Heights,IL
173717005708,Norton Creek Elementary School,41.931902,-88.245834,West Chicago,IL
173768003884,Steger Primary Center,41.477841,-87.639717,South Chicago Heights,IL
173786003888,Charles J Sahs Elem School,41.8012,-87.7571,Chicago,IL
174044004071,West Chicago Comm High School,41.87936,-88.206021,West Chicago,IL
174155000775,Currier Elementary School,41.856773,-88.191538,West Chicago,IL
174155000789,Wegner Elementary School,41.905666,-88.210978,West Chicago,IL
174155004159,Gary Elementary School,41.8704,-88.203152,West Chicago,IL
174155004160,Indian Knoll Elem School,41.883754,-88.173917,West Chicago,IL
174155004162,Pioneer Elem School,41.875494,-88.214697,West Chicago,IL
174155004163,Turner Elem School,41.89501,-88.200546,West Chicago,IL
174155004164,Leman Middle School,41.873104,-88.201582,West Chicago,IL
174155005865,Early Learning Center,41.870591,-88.201113,West Chicago,IL
174155006205,Educare of West DuPage,41.870646,-88.211646,West Chicago,IL
174155006233,Trinity School,41.879407,-88.210907,West Chicago,IL
180004802163,East Chicago Urban Enterprise Academy,41.629629,-87.453264,East Chicago,IN
180005402235,East Chicago Lighthouse,41.642,-87.444125,East Chicago,IN
180288000362,Abraham Lincoln Elementary School,41.649826,-87.441304,East Chicago,IN
180288000364,Benjamin Harrison Elementary Sch,41.6336,-87.4818,East Chicago,IN
180288000365,Carrie Gosch PK Center,41.640508,-87.479903,East Chicago,IN
180288000368,George Washington Elementary Sch,41.635674,-87.442026,East Chicago,IN
180288000370,Joseph Block Middle School,41.6346,-87.4395,East Chicago,IN
180288000375,William McKinley Elementary School,41.626,-87.4819,East Chicago,IN
180288002272,East Chicago Central High School,41.64024,-87.485211,East Chicago,IN
